ID	Pathogen	Pathogen Taxonomy	Source	Taxonomy ID	Transmission Method	Host/Reservoir	Taxonomy ID	Disease	Anatomy	Symptoms/Documentation/Attributes
II:0011333	Influenza B virus (B/Kobe/6/2002)	304192				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011334	Influenza B virus (B/Kobe/64/2001)	171420				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011335	Influenza B virus (B/Kobe/65/2001)	171421				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011336	Influenza B virus (B/Kobe/69/2001)	171422				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011337	Influenza B virus (B/Kobe/7/2002)	256087				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011338	Influenza B virus (B/Kobe/79/2001)	171423				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011339	Influenza B virus (B/Kobe/83/2001)	171424				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011340	Influenza B virus (B/Kobe/87/2001)	171425				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011341	Influenza B virus (B/Kouchi/193/1999)	408925				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011342	Influenza B virus (B/Kouchi/193/99)	224823				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011343	Influenza B virus (B/Lazio/1/02)	294999				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011344	Influenza B virus (B/Lee/40)	107412				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011345	Influenza B virus (B/Leningrad/129/91)	200237				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011346	Influenza B virus (B/Leningrad/148/91)	200238				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011347	Influenza B virus (B/Lissabon/2/90)	200236				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011348	Influenza B virus (B/Los Angeles/1/02)	289328				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011349	Influenza B virus (B/Lusaka/270/99)	157186				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011350	Influenza B virus (B/Lusaka/432/99)	157187				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011351	Influenza B virus (B/Lyon/1271/96)	107432				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011352	Influenza B virus (B/Malaysia/83077/2001)	206217				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011353	Influenza B virus (B/Maputo/1/99)	224979				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011354	Influenza B virus (B/Maputo/2/99)	224980				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011355	Influenza B virus (B/Mar del Plata/595/99)	213167				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011356	Influenza B virus (B/Mar del Plata/VL373/99)	213168				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011357	Influenza B virus (B/Mar del Plata/VL385/99)	213169				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011358	Influenza B virus (B/Maryland/1/01)	289329				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011359	Influenza B virus (B/Maryland/1/2002)	206216				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011360	Influenza B virus (B/Maryland/2/2001)	403328				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011361	Influenza B virus (B/Maryland/7/2003)	403329				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011362	Influenza B virus (B/Massachusetts/1/2004)	403330				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011363	Influenza B virus (B/Massachusetts/2/2004)	403331				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011364	Influenza B virus (B/Massachusetts/3/2004)	403332				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011365	Influenza B virus (B/Massachusetts/4/2001)	403333				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011366	Influenza B virus (B/Massachusetts/5/2003)	403334				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011367	Influenza B virus (B/Memphis/1/01)	289330				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011368	Influenza B virus (B/Memphis/10/97)	98831				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011369	Influenza B virus (B/Memphis/11/2006)	403335				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011370	Influenza B virus (B/Memphis/12/2006)	403336				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011371	Influenza B virus (B/Memphis/12/97)	98832				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011372	Influenza B virus (B/Memphis/12/97-MA)	228675				Mus musculus	10090	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011373	Influenza B virus (B/Memphis/13/03)	289331				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011374	Influenza B virus (B/Memphis/18/95)	98829				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011375	Influenza B virus (B/Memphis/19/96)	98843				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011376	Influenza B virus (B/Memphis/20/96)	98830				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011377	Influenza B virus (B/Memphis/21/96)	289332				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011378	Influenza B virus (B/Memphis/28/96)	289333				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011379	Influenza B virus (B/Memphis/3/01)	289334				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011380	Influenza B virus (B/Memphis/3/89)	98827				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011381	Influenza B virus (B/Memphis/3/93)	98828				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011382	Influenza B virus (B/Memphis/4/93)	98839				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011383	Influenza B virus (B/Memphis/5/93)	98840				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011384	Influenza B virus (B/Memphis/7/03)	289335				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011385	Influenza B virus (B/Memphis/8/99)	289336				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011386	Influenza B virus (B/Mexico/84/2000)	408926				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011387	Influenza B virus (B/Michigan/04/2006)	408927				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011388	Influenza B virus (B/Michigan/1/2005)	403337				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011389	Influenza B virus (B/Michigan/1/2006)	403338				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011391	Influenza B virus (B/Michigan/2/2004)	403339				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011390	Influenza B virus (B/Michigan/20/2005)	403340				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011392	Influenza B virus (B/Michigan/22572/99)	206158				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011393	Influenza B virus (B/Michigan/22587/99)	197909				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011394	Influenza B virus (B/Michigan/22596/99)	333941				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011395	Influenza B virus (B/Michigan/22631/99)	197910				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011396	Influenza B virus (B/Michigan/22659/99)	194848				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011397	Influenza B virus (B/Michigan/22687/99)	194849				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011398	Influenza B virus (B/Michigan/22691/99)	194850				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011399	Influenza B virus (B/Michigan/22721/99)	194851				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011400	Influenza B virus (B/Michigan/22723/99)	194852				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011401	Influenza B virus (B/Michigan/2e/2006)	403341				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011402	Influenza B virus (B/Michigan/3/2004)	403342				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011403	Influenza B virus (B/Michigan/4/2006)	403343				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011404	Influenza B virus (B/Michigan/e3/2006)	403344				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011405	Influenza B virus (B/Mie/01/1993)	416688				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011406	Influenza B virus (B/Mie/1/93)	107413				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011407	Influenza B virus (B/Milano/1/01)	294980				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011408	Influenza B virus (B/Milano/1/02)	295012				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011409	Influenza B virus (B/Milano/5/02)	294981				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011410	Influenza B virus (B/Milano/6/02)	295000				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011411	Influenza B virus (B/Milano/66/04)	295001				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011412	Influenza B virus (B/Milano/7/02)	294982				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011413	Influenza B virus (B/Minnesota/1/1985)	403345				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011414	Influenza B virus (B/Minnesota/14/2001)	403346				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011415	Influenza B virus (B/Minnesota/2/2001)	403347				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011416	Influenza B virus (B/Minsk/318/90)	200239				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011417	Influenza B virus (B/Mississippi/1/2001)	403348				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011418	Influenza B virus (B/Mississippi/2/2005)	403349				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011419	Influenza B virus (B/Mississippi/3/2001)	403350				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011420	Influenza B virus (B/Mississippi/3/2005)	403351				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011421	Influenza B virus (B/Mississippi/4/2003)	403352				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011422	Influenza B virus (B/Mississippi/4e/2005)	403353				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011424	Influenza B virus (B/Missouri/1/2006)	403354				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011423	Influenza B virus (B/Missouri/11/2003)	403355				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011426	Influenza B virus (B/Missouri/2/2005)	403356				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011425	Influenza B virus (B/Missouri/20/2003)	403357				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011427	Influenza B virus (B/Missouri/6/2005)	403358				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011428	Influenza B virus (B/Montana/1/2003)	403359				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011429	Influenza B virus (B/Montana/1/2006)	403360				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011430	Influenza B virus (B/Montana/1e/2004)	403361				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011431	Influenza B virus (B/Moscow/16/2002)	416665				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011432	Influenza B virus (B/Moscow/3/03)	279333				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011554	Influenza B virus (B/NIB/48/90)	229038				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011433	Influenza B virus (B/Nagoya/20/99)	224825				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011434	Influenza B virus (B/Nairobi/351/2005)	411255				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011435	Influenza B virus (B/Nairobi/670/2005)	411256				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011436	Influenza B virus (B/Nanchang/1/00)	289337				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011437	Influenza B virus (B/Nanchang/1/2000)	206218				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011438	Influenza B virus (B/Nanchang/12/98)	289338				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011439	Influenza B virus (B/Nanchang/15/95)	289339				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011440	Influenza B virus (B/Nanchang/15/97)	289340				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011441	Influenza B virus (B/Nanchang/195/94)	289341				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011444	Influenza B virus (B/Nanchang/2/97)	289342				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011442	Influenza B virus (B/Nanchang/20/96)	289343				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011443	Influenza B virus (B/Nanchang/26/93)	99580				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011445	Influenza B virus (B/Nanchang/3/95)	289344				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011447	Influenza B virus (B/Nanchang/4/97)	289345				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011446	Influenza B virus (B/Nanchang/480/94)	99581				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011451	Influenza B virus (B/Nanchang/5/97)	99584				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011448	Influenza B virus (B/Nanchang/560/94)	289346				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011449	Influenza B virus (B/Nanchang/560a/94)	289347				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011450	Influenza B virus (B/Nanchang/560b/94)	289348				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011453	Influenza B virus (B/Nanchang/6/96)	99583				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011454	Influenza B virus (B/Nanchang/6/98)	289349				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011452	Influenza B virus (B/Nanchang/630/94)	289350				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011455	Influenza B virus (B/Nanchang/7/98)	289351				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011456	Influenza B virus (B/Nanchang/8/95)	99582				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011457	Influenza B virus (B/Nashville/107/93)	98841				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011459	Influenza B virus (B/Nashville/3/96)	98844				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011458	Influenza B virus (B/Nashville/34/96)	289352				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011460	Influenza B virus (B/Nashville/45/91)	289353				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011461	Influenza B virus (B/Nashville/48/91)	98835				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011462	Influenza B virus (B/Nashville/6/89)	98833				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011463	Influenza B virus (B/Nebraska/1/01)	289354				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011464	Influenza B virus (B/Nebraska/1/2005)	403362				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011465	Influenza B virus (B/Nebraska/2/01)	289355				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011466	Influenza B virus (B/Nebraska/4/2001)	403363				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011467	Influenza B virus (B/Nebraska/5/2003)	403364				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011468	Influenza B virus (B/Nepal/1078/2005)	367155				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011469	Influenza B virus (B/Nepal/1079/2005)	367154				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011470	Influenza B virus (B/Nepal/1080/2005)	367153				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011471	Influenza B virus (B/Nepal/1087/2005)	367152				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011472	Influenza B virus (B/Nepal/1088/2005)	367151				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011473	Influenza B virus (B/Nepal/1089/2005)	367150				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011474	Influenza B virus (B/Nepal/1090/2005)	367149				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011475	Influenza B virus (B/Nepal/1092/2005)	367148				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011476	Influenza B virus (B/Nepal/1098/2005)	367156				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011477	Influenza B virus (B/Nepal/1101/2005)	367147				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011478	Influenza B virus (B/Nepal/1103/2005)	367146				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011479	Influenza B virus (B/Nepal/1104/2005)	367145				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011480	Influenza B virus (B/Nepal/1105/2005)	367144				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011481	Influenza B virus (B/Nepal/1106/2005)	367143				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011482	Influenza B virus (B/Nepal/1108/2005)	367142				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011483	Influenza B virus (B/Nepal/1114/2005)	367141				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011484	Influenza B virus (B/Nepal/1117/2005)	367140				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011485	Influenza B virus (B/Nepal/1118/2005)	367139				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011486	Influenza B virus (B/Nepal/1120/2005)	367138				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011487	Influenza B virus (B/Nepal/1122/2005)	367137				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011488	Influenza B virus (B/Nepal/1131/2005)	367136				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011489	Influenza B virus (B/Nepal/1132/2005)	367135				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011490	Influenza B virus (B/Nepal/1136/2005)	367134				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011491	Influenza B virus (B/Nepal/1137/2005)	367133				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011492	Influenza B virus (B/Nepal/1138/2005)	367132				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011493	Influenza B virus (B/Nepal/1139/2005)	367131				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011494	Influenza B virus (B/Nepal/1331/2005)	416642				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011495	Influenza B virus (B/Netherland/2781/90)	200240				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011496	Influenza B virus (B/Netherland/6357/90)	200241				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011497	Influenza B virus (B/Netherland/800/90)	200242				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011498	Influenza B virus (B/Netherland/801/90)	200243				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011500	Influenza B virus (B/Netherlands/1/97)	122209				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011499	Influenza B virus (B/Netherlands/13/94)	122216				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011501	Influenza B virus (B/Netherlands/2/95)	122211				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011502	Influenza B virus (B/Netherlands/31/95)	122215				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011503	Influenza B virus (B/Netherlands/32/94)	122214				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0011504	Influenza B virus (B/Netherlands/384/95)	122212				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
