ID	Pathogen	Pathogen Taxonomy	Source	Taxonomy ID	Transmission Method	Host/Reservoir	Taxonomy ID	Disease	Anatomy	Symptoms/Documentation/Attributes
II:0005342	Influenza A virus (A/Fujian/133/96(H3N2))	107507				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005343	Influenza A virus (A/Fujian/134/1999(H3N2))	321298				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005344	Influenza A virus (A/Fujian/137/1999(H3N2))	321285				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005345	Influenza A virus (A/Fujian/182/2003(H3N2))	321299				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005346	Influenza A virus (A/Fujian/219/2003(H3N2))	321286				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005347	Influenza A virus (A/Fujian/258/2003(H3N2))	321287				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005348	Influenza A virus (A/Fujian/292/2003(H3N2))	321288				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005349	Influenza A virus (A/Fujian/325/2003(H3N2))	321289				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005352	Influenza A virus (A/Fujian/4/2004(H3N2))	321292				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005350	Influenza A virus (A/Fujian/411/02-like(H3N2))	355624				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005351	Influenza A virus (A/Fujian/411/2002(H3N2))	293090				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005353	Influenza A virus (A/Fujian/47/96(H3N2))	62376				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005354	Influenza A virus (A/Fujian/52/2004(H3N2))	321293				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005355	Influenza A virus (A/Fujian/555/2003(H3N2))	321291				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005356	Influenza A virus (A/Fukui/1/2001(H1N1))	242341				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005357	Influenza A virus (A/Fukuoka/13/2001E(H1N1))	242326				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005358	Influenza A virus (A/Fukuoka/C29/85(H3N2))	223940				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005359	Influenza A virus (A/Fukushima/114/96(H3N2))	62377				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005360	Influenza A virus (A/Fukushima/2/1988(H1N1))	387153				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005395	Influenza A virus (A/G.H/HK/793.1/02 (H5N1))	279798				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005636	Influenza A virus (A/GSC_chicken/British Columbia/04(H7N3))	284241				Gallus gallus	9031	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005635	Influenza A virus (A/GSC_chicken_B/British Columbia/04(H7N3))	284523				Gallus gallus	9031	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005375	Influenza A virus (A/Geneva/3958/96(H3N2))	282970				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005376	Influenza A virus (A/Geneva/5007/89(H3N2))	282851				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005377	Influenza A virus (A/Geneva/5113/92(H3N2))	282899				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005378	Influenza A virus (A/Geneva/6447/91(H3N2))	282867				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005379	Influenza A virus (A/Geneva/AI9509/95(H3N2))	282959				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005380	Influenza A virus (A/Genoa/5/98(H3N2))	192704				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005382	Influenza A virus (A/Georgia/1/63 (H2N2))	221938				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005383	Influenza A virus (A/Georgia/1/67(H2N2))	220981				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005381	Influenza A virus (A/Georgia/122/68(H3N2))	221005				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005384	Influenza A virus (A/Georgia/2/2003(H1N2))	402917				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005385	Influenza A virus (A/Georgia/3/2003(H1N1))	402918				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005386	Influenza A virus (A/Georgia/3/93(H3N2))	62550				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005387	Influenza A virus (A/Georgia/5/2003(H1N1))	402919				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005388	Influenza A virus (A/Georgia/79/1983(H1N1))	380211				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005389	Influenza A virus (A/Germany/491/96(H3N2))	62378				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005390	Influenza A virus (A/Germany/578652/95(H3N2))	62459				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005391	Influenza A virus (A/Germany/767/95(H3N2))	62460				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005392	Influenza A virus (A/Gf/HK/38/2002(H5N1))	284208				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005393	Influenza A virus (A/Gf/HK/NT101/2003(H9N2))	354236				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005394	Influenza A virus (A/Gf/HK/SSP607/2003(H9N2))	354228				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005396	Influenza A virus (A/Gifu-C/9/2002(H1N1))	242327				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005406	Influenza A virus (A/Goose/Guangdong/1/96(H5N1))	93838				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005494	Influenza A virus (A/Goose/Hong Kong/3014.5/2000(H5N1))	186167				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005495	Influenza A virus (A/Goose/Hong Kong/3014.8/2000(H5N1))	176675				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005496	Influenza A virus (A/Goose/Hong Kong/385.3/2000(H5N1))	182781				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005497	Influenza A virus (A/Goose/Hong Kong/385.5/2000(H5N1))	182782				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005498	Influenza A virus (A/Goose/Hong Kong/76.1/01 (H5N1))	196445				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005500	Influenza A virus (A/Goose/Hong Kong/W217/97(H6N9))	184011				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005502	Influenza A virus (A/Goose/Hong Kong/w355/97 (H5N1))	100853				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005504	Influenza A virus (A/Goose/Hong Kong/ww100/01 (H5N1))	196446				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005505	Influenza A virus (A/Goose/Hong Kong/ww26/2000(H5N1))	176676				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005506	Influenza A virus (A/Goose/Hong Kong/ww28/2000(H5N1))	176677				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005507	Influenza A virus (A/Goose/Hong Kong/ww491/2000(H5N1))	176673				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005508	Influenza A virus (A/Goose/Huadong/1/2000(H5N1))	348156				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005518	Influenza A virus (A/Goose/Minnesota/5733/80(H9N2))	97389				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005521	Influenza A virus (A/Goose/New Jersey/8600-3/98(H7N2))	170844				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005525	Influenza A virus (A/Goose/Shantou/1621/05(H5N1))	336248				Anser sp.	8847	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005589	Influenza A virus (A/Goroka/2/1990(H1N1))	387154				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005590	Influenza A virus (A/Granada/R192/96(H3N2))	173992				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005591	Influenza A virus (A/Granada/R195/96(H3N2))	173993				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005592	Influenza A virus (A/Granada/R198/96(H3N2))	173994				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005593	Influenza A virus (A/Granada/RR334/98(H3N2))	173995				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005594	Influenza A virus (A/Granada/RR356/98(H3N2))	173996				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005600	Influenza A virus (A/Great Black-headed Gull/Qinghai/2/05(H5N1))	336234				Larus ichthyaetus	126702	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005602	Influenza A virus (A/Great Lakes/0389/1965(H2N2))	384506				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005603	Influenza A virus (A/GreatLakes/3/63(H2N2))	221939				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005615	Influenza A virus (A/Greece/1/97 (H3N2))	147344				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005610	Influenza A virus (A/Greece/10/98 (H3N2))	147353				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005608	Influenza A virus (A/Greece/103/98 (H3N2))	147339				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005609	Influenza A virus (A/Greece/106/98 (H3N2))	147340				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005611	Influenza A virus (A/Greece/109/99 (H3N2))	147341				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005612	Influenza A virus (A/Greece/132/99 (H3N2))	147342				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005613	Influenza A virus (A/Greece/158/2001(H1N1))	192541				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005614	Influenza A virus (A/Greece/18/98 (H3N2))	147363				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005616	Influenza A virus (A/Greece/19/98 (H3N2))	147336				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005617	Influenza A virus (A/Greece/204/2001(H1N1))	192540				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005618	Influenza A virus (A/Greece/4/97 (H3N2))	147346				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005633	Influenza A virus (A/Groningen/9938/1991(H1N1))	382810				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005634	Influenza A virus (A/Groningen/9939/1991(H1N1))	382811				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005637	Influenza A virus (A/Gs/HK/10/1976(H3))	379744				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005638	Influenza A virus (A/Gs/HK/739.2/02 (H5N1))	279796				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005639	Influenza A virus (A/Gs/Thailand/79/2004(H5N1))	284210				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005640	Influenza A virus (A/Guadeloupe/39/96(H3N2))	107559				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005641	Influenza A virus (A/Guam/1014/96(H3N2))	107557				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005642	Influenza A virus (A/Guam/362/2005(H3N2))	357301				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005643	Influenza A virus (A/Guandong/243/1972(H3N2))	351248				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005644	Influenza A virus (A/Guandong/28/1994(H3N2))	380955				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005645	Influenza A virus (A/Guangdong/01/95(H3N2))	208292				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005646	Influenza A virus (A/Guangdong/04/96 (H3N2))	201350				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005647	Influenza A virus (A/Guangdong/07/96(H3N2))	201995				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005648	Influenza A virus (A/Guangdong/08/95 (H3N2))	201352				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005649	Influenza A virus (A/Guangdong/08/96(H3N2))	201994				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005650	Influenza A virus (A/Guangdong/1/96(H3N2))	107523				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005651	Influenza A virus (A/Guangdong/243/1972(H3N2))	383594				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005652	Influenza A virus (A/Guangdong/25/1993(H3N2))	392797				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005653	Influenza A virus (A/Guangdong/25/93(H3N2))	62461				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005654	Influenza A virus (A/Guangdong/27/94(H3N2))	62551				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005655	Influenza A virus (A/Guangdong/28/94(H3N2))	208961				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005656	Influenza A virus (A/Guangdong/38/1977(H3N2))	383593				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005657	Influenza A virus (A/Guangdong/38/1989(H3N2))	383591				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005658	Influenza A virus (A/Guangdong/39/1989(H3N2))	382812				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005659	Influenza A virus (A/Guangdong/39/89(H3N2))	62379				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005660	Influenza A virus (A/Guangdong/4/93(H3N2))	62462				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005661	Influenza A virus (A/Guangdong/89(H3N2))	62380				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005662	Influenza A virus (A/Guangdong/9/1987(H3N2))	383592				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005663	Influenza A virus (A/Guangxi/1/2005(H5N1))	370812				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005664	Influenza A virus (A/Guangxi/42/95(H3N2))	62463				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005666	Influenza A virus (A/Guangzhou/1/2006(H5N1))	399786				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005665	Influenza A virus (A/Guangzhou/11/96(H3N2))	62381				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005667	Influenza A virus (A/Guangzhou/333/99(H9N2))	172856				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005669	Influenza A virus (A/Guangzhou/6/96(H3N2))	62382				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005668	Influenza A virus (A/Guangzhou/66/97(H3N2))	107535				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005670	Influenza A virus (A/Guangzhou/8/96(H3N2))	62383				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005671	Influenza A virus (A/Guanxi/189/96(H3N2))	107492				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005672	Influenza A virus (A/Guildford/V728/85(H3N2))	282846				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005683	Influenza A virus (A/Guinea Fowl/New York/13820-3/95 (H7N2NSB))	89220				Numididae	8990	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005691	Influenza A virus (A/Guinea Fowl/Pennsylvania/7777-1/96 (H7N2NSB))	89165				Numididae	8990	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005692	Influenza A virus (A/Guinea Fowl/Pennsylvania/7777-1/96(H7N2))	87506				Numididae	8990	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005693	Influenza A virus (A/Guinea fowl/Shantou/1341/2006(H5N1))	407394				Numididae	8990	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005695	Influenza A virus (A/Guizhou/54/89(H3N2))	62384				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005709	Influenza A virus (A/Gull/Maryland/19/77)	59831				Larus	8911	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005720	Influenza A virus (A/Gwangju/55/2002(H1N1))	232829				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005721	Influenza A virus (A/Gwangju/57/2002(H1N1))	232830				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005722	Influenza A virus (A/Gwangju/58/2002(H1N1))	232831				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005723	Influenza A virus (A/Gwangju/90/2002(H1N1))	232825				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005724	Influenza A virus (A/Gyeongbuk/2/02(H3N2))	246860				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005784	Influenza A virus (A/HK/2108/2003(H9N2))	354226				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005785	Influenza A virus (A/HK/212/03 (H5N1))	279794				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005786	Influenza A virus (A/HK/213/03 (H5N1))	279795				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005905	Influenza A virus (A/HT/24269/1985(H3N2))	387155				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005725	Influenza A virus (A/Hannover/71/2001(H1N1))	192542				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005726	Influenza A virus (A/Hanoi/03/2004(H5N1))	279207				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005727	Influenza A virus (A/Hanoi/184/2002(H3N2))	336060				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005728	Influenza A virus (A/Hanoi/197/2002(H3N2))	336703				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005729	Influenza A virus (A/Hanoi/217/2002(H3N2))	336704				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005730	Influenza A virus (A/Hanoi/235/2002(H3N2))	336705				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005731	Influenza A virus (A/Hanoi/30408/2005(H5N1))	352375				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005732	Influenza A virus (A/Hanoi/695/2003(H3N2))	344215				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005733	Influenza A virus (A/Hanoi/ARI99/2003(H3N2))	344218				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005734	Influenza A virus (A/Hanoi/BM766/2003(H3N2))	344219				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005735	Influenza A virus (A/Hanoi/BM767/2003(H3N2))	344220				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005736	Influenza A virus (A/Hanoi/BM768/2003(H3N2))	344221				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005737	Influenza A virus (A/Hanoi/BM769/2003(H3N2))	344222				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005738	Influenza A virus (A/Hanoi/HN30109/2004(H3N2))	336713				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005739	Influenza A virus (A/Hanoi/HN30240/2004(H3N2))	336714				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005740	Influenza A virus (A/Hanoi/HN3069/2004(H3N2))	336712				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005741	Influenza A virus (A/Harbin/1/1988(H1N2))	387156				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005742	Influenza A virus (A/Harbin/1/1989(H1N2))	387157				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005743	Influenza A virus (A/Harbin/15/92(H3N2))	62464				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005744	Influenza A virus (A/Harbin/3/94(H3N2))	62556				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005745	Influenza A virus (A/Harbin/3/96(H3N2))	107489				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005746	Influenza A virus (A/Hatay/2004/(H5N1))	303316				Aves	8782	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005748	Influenza A virus (A/Hawaii/01/1991 MDCK and original isolates(H3N2))	380303				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005747	Influenza A virus (A/Hawaii/01/1991(H3N2))	387158				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005749	Influenza A virus (A/Hawaii/1/2003(H1N1))	402920				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005751	Influenza A virus (A/Hawaii/1/91(H3N2))	62385				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005752	Influenza A virus (A/Hawaii/1/97(H3N2))	107484				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005750	Influenza A virus (A/Hawaii/1313/00(H1N1))	157894				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
II:0005753	Influenza A virus (A/Hawaii/2/68(H3N2))	220996				Homo sapiens	9606	Influenza		URL:http://ncbi.nlm.nih.gov/genomes/FLU/FLU.html
